file,seed,episode,obj,object_width_m,head_scale,calibrate,sensors_only,result,picked,dropped,drop_phase,arm_hit,food_touch,touch_size,touch_speed,stop_size,near_vmax,vmax,amax,ahead,side,n_steps
s202_ep0006.json,202,6,apple,0.0356655747917814,0.9933562093109778,False,True,ok FED,True,False,,,False,,,47.203619381233096,0.008394909176116327,0.14962810962672948,0.33841979395493643,38.67280551282412,10.328319616812164,609
s202_ep0007.json,202,7,mug,0.050234440317603525,0.9595423235470582,False,True,ok FED,True,False,,,False,,,46.93782707038081,0.012395150215467379,0.22224407314040023,0.5974441313609555,36.756474008526425,6.948139532205999,401
s202_ep0008.json,202,8,block,0.029199280295466402,0.9787088066491437,False,True,ok FED,True,False,,,False,,,48.3229492862475,0.007747268931915576,0.1280149654679675,0.25728597269150155,37.990165637391755,10.898288424250708,605
s202_ep0009.json,202,9,mug,0.04899990830612942,0.9945146120025503,False,True,ok FED,True,False,,,False,,,47.38668583766285,0.012726518849173958,0.20742228052350617,0.4715351620027453,55.11280139141218,7.966091294435936,393
s202_ep0010.json,202,10,block,0.046009817699784246,0.958710459578679,False,True,ok FED,True,False,,,False,,,47.08018671032207,0.010864445435580732,0.17873479312492083,0.36858488232427694,43.95546960316474,10.27487049622346,448
s202_ep0011.json,202,11,apple,0.056309688578299585,0.9959628332488224,False,True,ok FED,True,False,,,False,,,47.58255614802947,0.012534409567653998,0.21608045290290687,0.3875100330246956,26.81178735067511,15.025725223917894,430
s202_ep0012.json,202,12,block,0.056173438065648146,1.0746616831489397,False,True,3 no seated pinch,False,False,,,False,,,,0.0,0.0,0.0,165.16606134311002,410.76302322152713,45
s202_ep0013.json,202,13,mug,0.05174319377070978,0.9845815923408586,False,True,ok FED,True,False,,,False,,,46.93966017172213,0.012388537589024341,0.20164624136378242,0.4372728973655983,52.04890855086048,9.003226059653334,402
s202_ep0014.json,202,14,apple,0.054808623893257157,1.0476889244678618,False,True,ok FED,True,False,,,False,,,46.966395286823854,0.013022484924941884,0.20883706362509882,0.42900744076372255,50.11962792214357,12.578705496453134,411
s202_ep0015.json,202,15,block,0.043458403240480226,0.932743208995572,False,True,3 no seated pinch,False,False,,,False,,,,0.0,0.0,0.0,203.5177280028123,411.5685755967119,77
s202_ep0016.json,202,16,apple,0.05579189773956961,1.0423268130780048,False,True,ok FED,True,False,,,False,,,46.993488516970835,0.012377332592925165,0.21314723540876607,0.40759434254074717,40.26638363795287,23.85411713164357,412
s202_ep0017.json,202,17,apple,0.05065592469316495,1.016707049354665,False,True,ok FED,True,False,,,False,,,46.93785762097729,0.012368276115682364,0.21725835869466112,0.4311082793500844,40.10793099938514,12.968892567937365,440
s202_ep0018.json,202,18,block,0.04976466202302505,0.9972876282543468,False,True,ok FED,True,False,,,False,,,47.06122841002594,0.012431956254633737,0.21123827097767525,0.4094111058397456,45.445613194679794,16.09810609445512,398
s202_ep0019.json,202,19,apple,0.03771379869666255,1.0306784930710184,False,True,3 no seated pinch,False,False,,,False,,,,0.0,0.0,0.0,183.3845697546846,379.53765660320494,252
s202_ep0020.json,202,20,mug,0.05425120377462181,0.9950859462808161,False,True,3 picked up but the lift stalled at 76 mm (needs 100),False,False,,,False,,,,0.0,0.0,0.0,65.59357288138733,256.5233493757209,422
s202_ep0021.json,202,21,mug,0.055077763657769736,1.0335739521277927,False,True,ok FED,True,False,,,False,,,47.11058267667065,0.012772950696809341,0.20982577492514584,0.44091807614993117,58.07613894472274,15.296221633783151,401
s202_ep0022.json,202,22,mug,0.05543831047669443,1.0783396188580014,False,True,3 no seated pinch,False,False,,,False,,,,0.0,0.0,0.0,143.97071913871062,376.71900501044905,167
s202_ep0023.json,202,23,mug,0.05508755437823594,0.9668025177898261,False,True,ok FED,True,False,,,False,,,48.35744203987618,0.012589071266819265,0.2059632575158177,0.39702243703525136,48.32033452641029,2.6456350760792646,481
s202_ep0024.json,202,24,block,0.051994226740971074,1.0557210013744842,False,True,3 no seated pinch,False,False,,,False,,,,0.0,0.0,0.0,211.33826126067595,364.32194149250387,119
s203_ep0000.json,203,0,block,0.027281590548525116,0.9677191272591581,False,True,ok FED,True,False,,,False,,,47.476143723325066,0.008131308867119564,0.13667385479245006,0.2549679224715544,39.19739849364089,8.810309835125874,670
s203_ep0001.json,203,1,apple,0.05148206330081777,1.0301396705332848,False,True,ok FED,True,False,,,False,,,46.88031157312887,0.012373298196077753,0.20556442323882218,0.40674626445745354,51.56408900447871,15.8590032316001,383
s203_ep0002.json,203,2,block,0.0275671810763939,1.037861944998117,False,True,3 pinched but never left the table,False,False,,,False,,,,0.0,0.0,0.0,84.4976963044532,360.68566510832085,422
s203_ep0003.json,203,3,block,0.05478135282150059,0.9213204770467504,False,True,3 pinched but never left the table,False,False,,,False,,,,0.0,0.0,0.0,163.92537339859035,348.63213927967706,422
s203_ep0004.json,203,4,block,0.05314817928257542,1.008740618367055,False,True,3 picked up but the lift stalled at 84 mm (needs 100),False,False,,,False,,,,0.0,0.0,0.0,68.1106053855307,263.4828338570012,89
s203_ep0005.json,203,5,mug,0.048506806659774075,0.9472034329172426,False,True,ok FED,True,False,,,False,,,48.105777118442894,0.01269886008155571,0.2085885057531896,0.41631617292432915,47.07210274243553,0.767307839737571,400
s203_ep0006.json,203,6,block,0.05211283179613049,1.0528862928596876,False,True,3 picked up but the lift stalled at 97 mm (needs 100),False,False,,,False,,,,0.0,0.0,0.0,94.14633613955685,271.06856960770546,98
s203_ep0007.json,203,7,apple,0.0512472780660234,1.0772003322679171,False,True,ok FED,True,False,,,False,,,47.24697305609619,0.012387457075070111,0.2193756481518338,0.6073694104248837,55.117034527084755,14.58976289958032,475
s203_ep0008.json,203,8,mug,0.0560374815605502,0.9617520757603986,False,True,ok FED,True,False,,,False,,,47.13875745859088,0.012643281471001142,0.22662773327968622,0.6012978713733917,44.841401282049404,2.553407570614254,455
s203_ep0009.json,203,9,mug,0.05634848236218212,0.9441136888445366,False,True,ok FED,True,False,,,True,44.1206006624059,0.010045373076813155,46.91078152662961,0.012791588192710923,0.22097334588854547,0.52284426793941,40.12595900295858,7.664348903711659,395
s203_ep0010.json,203,10,apple,0.0529482088018647,1.046027852702667,False,True,ok FED,True,False,,,False,,,47.07764288760172,0.01238643829768787,0.22242438847615334,0.5326328971271543,48.09065547612572,14.85790775391109,473
s203_ep0011.json,203,11,block,0.03875594355349935,1.0279081311868175,False,True,ok FED,True,False,,,False,,,47.04684121688763,0.011409488942519232,0.19546733336978953,0.3932698728819802,52.29040602276129,7.208269965735246,435
s203_ep0012.json,203,12,apple,0.03208617326665601,0.9232736017607134,False,True,ok FED,True,False,,,False,,,47.85397543806673,0.007740992188079346,0.12289003543738324,0.3242618581156796,21.66700480395365,0.6895451179086054,673
s203_ep0013.json,203,13,apple,0.050313376452520445,1.0379455968914022,False,True,3 no seated pinch,False,False,,,False,,,,0.0,0.0,0.0,155.24480099467664,385.3473591900448,252
s203_ep0014.json,203,14,apple,0.055418214052136025,1.0389968204377726,False,True,ok FED,True,False,,,False,,,47.492381650001455,0.0120771387351913,0.21618902764142162,0.4659969097246172,37.21752681810978,21.7456656741034,489
s203_ep0015.json,203,15,mug,0.05191149540077645,1.0413541239654478,False,True,ok FED,True,False,,,False,,,47.73992871379207,0.0122706501164646,0.2030910737221326,0.4344853859407484,58.64494469343501,17.27607259319891,415
s203_ep0016.json,203,16,mug,0.049934096501716346,0.9454750869049061,False,True,ok FED,True,False,,,False,,,47.14957395655367,0.012430420458318341,0.207441049565271,0.39554660088579,43.09952566477547,12.190073660523966,455
s203_ep0017.json,203,17,mug,0.048939245580723496,0.9914470184153791,False,True,ok FED,True,False,,,False,,,47.591927042634495,0.011768542033838217,0.195972131837819,0.38661346705913974,53.40662414180031,15.511139108947901,426
s203_ep0018.json,203,18,apple,0.05602490850923175,0.9408996418723737,False,True,ok FED,True,False,,,False,,,47.11007830325312,0.012898367241689057,0.22185370789308728,0.5298992844737446,26.849951910301677,18.093191998912804,408
s203_ep0019.json,203,19,mug,0.056046908476655666,0.9452083718947477,False,True,ok FED,True,False,,,False,,,47.681049275776324,0.012016824262940339,0.20373066345050178,0.3986603297117806,48.63641192261123,2.6836052198519718,410
s203_ep0020.json,203,20,block,0.050279737476711495,1.0396391184208817,False,True,ok FED,True,False,,,False,,,47.200093082446784,0.01261988346561445,0.21147462129172337,0.41071656897892134,52.88480508355861,8.159257242387522,403
s203_ep0021.json,203,21,block,0.04887023022744193,1.046583798333541,False,True,ok FED,True,False,,,False,,,46.90615457860797,0.010829891844072528,0.18887605130930593,0.3709692720603627,56.6784618245972,20.82183595144049,447
s203_ep0022.json,203,22,apple,0.037816888919931964,0.9821780157272935,False,True,3 no seated pinch,False,False,,,False,,,,0.0,0.0,0.0,143.23065572400023,353.99802563284766,252
s203_ep0023.json,203,23,apple,0.055184204348988526,1.0333015261431044,False,True,3 no seated pinch,False,False,,,False,,,,0.0,0.0,0.0,108.16910728845741,378.2983523412303,209
s203_ep0024.json,203,24,mug,0.05611189581103656,1.0011161478914905,False,True,ok FED,True,False,,,False,,,47.201370265947624,0.013114042829328619,0.21831984890510317,0.5298892337272303,46.23035797458287,14.331040519917348,405
s204_ep0000.json,204,0,mug,0.05216028394710239,1.0100863613674609,False,True,ok FED,True,False,,,False,,,47.789004752929586,0.012392598011107201,0.21098587200050553,0.4400942901642426,52.72223442417566,0.6717842864707836,416
s204_ep0001.json,204,1,block,0.039896492683030305,0.9553518679496399,False,True,ok FED,True,False,,,False,,,47.156633588413115,0.009402913966642019,0.1591842251103863,0.33112211962645305,38.60674338016112,7.477028654095184,525
s204_ep0002.json,204,2,mug,0.05404288245592764,0.9812568353916402,False,True,ok FED,True,False,,,False,,,47.33573941394141,0.012481317590924195,0.21393770371787435,0.47453966033822753,40.8712911254637,7.7359029711740135,413
s204_ep0003.json,204,3,mug,0.05112095709760758,1.0764154630567664,False,True,ok FED,True,False,,,False,,,47.906474113846386,0.012599446734933205,0.2114381354606341,0.43004207259540067,56.25674519842926,6.12929023494147,443
s204_ep0004.json,204,4,block,0.024460464119691116,0.9634589934086809,False,True,ok FED,True,False,,,False,,,47.33009195093494,0.006903025995971632,0.11301963923367356,0.2057525749791136,34.89831395045309,6.88781562013434,707
s204_ep0005.json,204,5,apple,0.05125697017482739,0.9528687222202108,False,True,ok FED,True,False,,,False,,,46.90355161749088,0.012691267972052195,0.22399030335987877,0.5448937791385267,30.663042938998714,9.763909040704576,526
s204_ep0006.json,204,6,mug,0.05361701084560323,0.9340218404855578,False,True,ok FED,True,False,,,False,,,46.84978566663172,0.013153393130700585,0.2069554187472035,0.4312211101948132,52.62916695603292,1.8890166022140589,402
s204_ep0007.json,204,7,block,0.04026101888858045,0.936408135283756,False,True,ok FED,True,False,,,False,,,46.89547035073252,0.00904322988321298,0.15760708374113924,0.3126906844199641,41.04470015259777,12.257778870550966,540
s204_ep0008.json,204,8,block,0.050672502284503734,1.0662004961507519,False,True,ok FED,True,False,,,False,,,46.91948030250737,0.012393770782409233,0.2123818041437361,0.41562642975981695,55.93307616000258,22.946336194217828,404
s204_ep0009.json,204,9,mug,0.048022826395913217,0.9924804442020629,False,True,ok FED,True,False,,,False,,,46.92333542222106,0.01253956590260451,0.20627510967579063,0.39395901510959425,45.19976449787041,8.202652305126469,424
s204_ep0010.json,204,10,block,0.05679867740108724,1.0594862288152405,False,True,3 picked up but the lift stalled at 82 mm (needs 100),False,False,,,False,,,,0.0,0.0,0.0,221.8217554015685,264.51933372802165,131
s204_ep0011.json,204,11,block,0.05079858457200581,0.9297768048962701,False,True,3 stopped but badly placed,True,False,,,True,47.259753263689426,0.011510355565366807,46.958802586906785,0.012653051867468745,0.21511580583212803,0.47457483124227,29.957818934718215,28.490974781062054,443
s204_ep0012.json,204,12,mug,0.054498741112901726,0.9857175540574605,False,True,ok FED,True,False,,,False,,,47.00195962366471,0.012732477723822975,0.21048803923927326,0.4348353410955998,49.65766148614605,11.699624995997565,410
s204_ep0013.json,204,13,apple,0.051569054844654155,0.9520077113564583,False,True,3 no seated pinch,False,False,,,False,,,,0.0,0.0,0.0,14.590912035278611,359.6621366508668,179
s204_ep0014.json,204,14,mug,0.048913846793586534,1.071689551380725,False,True,3 stopped but badly placed,True,False,,,False,,,47.617629635668216,0.012429285977655876,0.21048672731442306,0.42549337762979067,61.81315297770225,14.765816083894588,413
s204_ep0015.json,204,15,block,0.051557950688865456,0.9669375418764196,False,True,2 DROPPED,True,True,retreat,,False,,,,0.0,0.20672793514647111,0.5080328137687867,144.5522369212816,39.6493090845804,167
s204_ep0016.json,204,16,apple,0.05478507431809158,1.070389979895856,False,True,ok FED,True,False,,,False,,,47.7098269759901,0.012221028886822931,0.2092681531290998,0.6093752071333,49.51710164285959,12.036079604396187,418
s204_ep0017.json,204,17,apple,0.05220245358601067,0.9715370354982892,False,True,3 picked up but the lift stalled at 47 mm (needs 100),False,False,,,False,,,,0.0,0.0,0.0,246.20428478459291,322.88339683781106,131
s204_ep0018.json,204,18,apple,0.05504514023845252,0.9287700237664634,False,True,ok FED,True,False,,,False,,,47.03208639906055,0.012701541941421217,0.20817749373518535,0.41182047691122414,31.745709469514992,9.124723246033888,403
s204_ep0019.json,204,19,apple,0.033895784275241314,0.9632713692010394,False,True,ok FED,True,False,,,False,,,47.02806667301623,0.008076073490980024,0.1395441951434297,0.26249933823121685,34.923556488664296,10.0905206227472,613
s204_ep0020.json,204,20,block,0.025244726844831228,0.927586177148154,False,True,ok FED,True,False,,,False,,,47.26735262653161,0.006204266833289368,0.10213868388282267,0.17677770076406016,37.576589183560394,2.941043424241873,755
s204_ep0021.json,204,21,mug,0.05515703978124198,0.9567412919534753,False,True,ok FED,True,False,,,True,44.492068120809094,0.010765672248357885,46.867333982502856,0.012519494545310967,0.20427495086846914,0.4467219615108159,43.10393281103187,2.451292710545665,423
s204_ep0022.json,204,22,apple,0.03575227381381874,1.0132713785278407,False,True,ok FED,True,False,,,False,,,47.465624062432475,0.007376163583466626,0.12267984304000099,0.3233758075129508,44.245593434316774,0.3058237630556859,692
s204_ep0023.json,204,23,apple,0.0508326507250233,0.9548854424995723,False,True,ok FED,True,False,,,False,,,47.35154289818386,0.012230629125113607,0.20292540178086427,0.4291285350996195,35.93227533995813,9.107395435845488,430
s204_ep0024.json,204,24,apple,0.05453150493738482,1.0590929988052262,False,True,ok FED,True,False,,,False,,,47.89383290830269,0.011628803031917148,0.197657562446726,0.40591315936077615,51.592191917175,19.52098195552782,596
s205_ep0000.json,205,0,block,0.05093532605304845,0.9489904483258329,False,True,ok FED,True,False,,,True,45.65739429609534,0.01145267852013424,47.43899257433721,0.012631666014757847,0.2223708385248493,0.5409470559707755,28.036148053675635,8.462943408306774,393
s205_ep0001.json,205,1,block,0.027369654748500796,0.9309825339068144,False,True,ok FED,True,False,,,False,,,48.12082730033959,0.006408057537653519,0.10873927114852908,0.20024737243664953,31.667874526101556,1.7049157333089657,746
s205_ep0002.json,205,2,mug,0.05204090626581749,1.01047129710919,False,True,ok FED,True,False,,,False,,,47.02605983508306,0.012390078190692148,0.20027793165394225,0.5445731666128344,51.98096913838101,16.93566608166389,437
s205_ep0003.json,205,3,mug,0.05247988906155469,1.0789868684622985,False,True,ok FED,True,False,,,False,,,46.990719574103395,0.011988611253197898,0.21308792121363324,0.5220259733467459,56.08776628508021,21.733237923363014,433
s205_ep0004.json,205,4,block,0.05144770238202067,0.9778568954091673,False,True,3 stopped but badly placed,True,False,,,True,45.56789287307354,0.010581155551303456,47.08482439024798,0.011922611275095871,0.19419118224673781,0.45472754334389526,9.784355289139793,42.54049909871444,390
s205_ep0005.json,205,5,apple,0.03128455653000945,0.9927345188340733,False,True,3 never reached the stop,True,False,,,False,,,,0.006230806999407065,0.10796715198718206,0.20152573197062856,38.1896751208847,9.506362661825332,800
s205_ep0006.json,205,6,apple,0.05169523418429452,1.0294170109899783,False,True,ok FED,True,False,,,False,,,47.46300147032868,0.011487624477254512,0.19154965743502578,0.3467728692565389,37.698429158900225,22.131342959438953,514
s205_ep0007.json,205,7,mug,0.04927485843595009,1.0496163925654254,False,True,ok FED,True,False,,,False,,,47.13386006281582,0.01244721341677989,0.2139910179501368,0.4563366598275806,57.744663693233136,17.401032228132657,413
s205_ep0008.json,205,8,apple,0.031510628144376156,1.0632382434820928,False,True,3 no seated pinch,False,False,,,False,,,,0.0,0.0,0.0,130.12270970121668,353.5754979571578,252
s205_ep0009.json,205,9,block,0.04461640855449664,0.9257446547564321,False,True,ok FED,True,False,,,False,,,46.871066939431216,0.011093178962166718,0.179476501798773,0.3488699762695237,38.111499737134025,11.580027715836184,474
s205_ep0010.json,205,10,mug,0.056602028566555974,1.0681396242845995,False,True,3 pinched but never left the table,False,False,,,False,,,,0.0,0.0,0.0,297.7087289343267,386.662237294826,422
s205_ep0011.json,205,11,block,0.04864754495725429,0.9342936719184134,False,True,ok FED,True,False,,,False,,,48.15020858746312,0.013168626814938673,0.20788642457571885,0.4695813681692803,33.946817291380285,6.260066731016498,395
s205_ep0012.json,205,12,apple,0.035354525242308685,1.047570260620152,False,True,ok FED,True,False,,,False,,,47.99388255251315,0.009311424108837812,0.16337692759692796,0.3094126470998535,50.02091253888461,9.98830514768585,604
s205_ep0013.json,205,13,mug,0.055393359764639105,1.035403567884365,False,True,3 stopped but badly placed,True,False,,,False,,,46.885323418718,0.01156448355255103,0.19014532133464654,0.38615119098736844,61.77998875702162,19.531802000559995,422
s205_ep0014.json,205,14,block,0.02689301912108394,1.0761802995972432,False,True,ok FED,True,False,,,False,,,46.95450118058093,0.007245740265019717,0.12864213808951871,0.2853259176305627,57.42754925522828,9.708888922327972,665
s205_ep0015.json,205,15,block,0.04936203213600433,0.9639137836676531,False,True,ok FED,True,False,,,False,,,47.28652992860779,0.011296897334041598,0.182142614923119,0.49421039828200847,31.570325034358074,5.125493834834048,434
s205_ep0016.json,205,16,mug,0.05459766179251576,0.9605217288990908,False,True,ok FED,True,False,,,False,,,47.62952742752752,0.012931954103861833,0.21351378789829087,0.4547880928554851,43.6334208835052,6.047317417129562,410
s205_ep0017.json,205,17,block,0.023760808148564294,1.0121558226064375,False,True,ok FED,True,False,,,False,,,47.93495158620199,0.007353964041715607,0.12689167096866505,0.2610711437558908,44.889705279199724,5.416899162035396,660
s205_ep0018.json,205,18,apple,0.03287889968165329,0.9452493916340886,False,True,ok FED,True,False,,,False,,,47.77406956895121,0.00834443926117029,0.1436381277097642,0.28794731989139943,33.44904165375621,7.125306759318284,667
s205_ep0019.json,205,19,apple,0.050122899808267056,1.0464715411806216,False,True,ok FED,True,False,,,False,,,47.16271615902803,0.01238463356355291,0.21617712600597733,0.4177065758424422,48.98823765452057,10.264374434924903,440
s205_ep0020.json,205,20,block,0.04118091029903004,1.00861818270272,False,True,ok FED,True,False,,,False,,,47.33998420115541,0.010489570951611574,0.16994598269672007,0.3442334537570326,44.11355391137034,11.871634904342754,486
s205_ep0021.json,205,21,apple,0.03319366905140826,1.059633849543678,False,True,ok FED,True,False,,,False,,,48.00749757509775,0.00813528123231575,0.14268183005407442,0.38192105635602763,53.49466538168209,16.540866796055788,601
s205_ep0022.json,205,22,block,0.051890317562001735,0.9404449122742824,False,True,3 picked up but the lift stalled at 64 mm (needs 100),False,False,,,False,,,,0.0,0.0,0.0,21.60075834246975,358.7129955836778,422
s205_ep0023.json,205,23,block,0.05670269441881375,0.9249795832053499,False,True,3 picked up but the lift stalled at 93 mm (needs 100),False,False,,,False,,,,0.0,0.0,0.0,152.31538803936232,376.02712964529593,94
s205_ep0024.json,205,24,apple,0.051123027591150186,1.0649531716899716,False,True,ok FED,True,False,,,False,,,47.307507430443835,0.012460232639629575,0.20941040674159503,0.4340688602685932,48.661557515431824,14.79550905537908,422
s206_ep0000.json,206,0,mug,0.04833859438119197,1.0340262288558535,False,True,ok FED,True,False,,,False,,,46.953018499529065,0.010724919227526934,0.18361057737802422,0.38435306197240016,53.635870368106104,14.045582823709022,479
s206_ep0001.json,206,1,mug,0.05523289949485275,1.0685063488652478,False,True,ok FED,True,False,,,False,,,48.45783639753171,0.012455970210468233,0.22278786876573994,0.562954270242427,47.40567589396845,14.623594583224012,444
s206_ep0002.json,206,2,mug,0.04961573959489519,1.0016434134397865,False,True,ok FED,True,False,,,False,,,47.22330491220737,0.01290097756904951,0.2112843183664716,0.40944263226218297,50.690889910360916,8.863064622263488,404
s206_ep0003.json,206,3,apple,0.050318206832819665,0.9531413193834657,False,True,ok FED,True,False,,,False,,,47.40187018864604,0.011254290375046641,0.1881970386499443,0.4150003151340585,33.91163778831766,19.18501697765471,575
s206_ep0004.json,206,4,apple,0.053519824614091584,0.9774181325400125,False,True,ok FED,True,False,,,False,,,47.67540650132407,0.012452724750314488,0.21282419982684686,0.4582934170197362,33.248832220743246,13.105085686227666,511
s206_ep0005.json,206,5,apple,0.05649145611058492,0.9615006901350865,False,True,ok FED,True,False,,,False,,,47.05175964191243,0.012777051710708294,0.20922690338344874,0.4245316206700403,41.337064990196126,10.928099821445102,376
s206_ep0006.json,206,6,block,0.05443781849199123,1.039776964890006,False,True,3 picked up but the lift stalled at 118 mm (needs 100),False,False,,,False,,,,0.0,0.0,0.0,238.2457004752368,247.0992268851499,157
